p-variable	p-treatment	p-interaction	adjusted.p-variable	adjusted.p-treatment	adjusted.p-interaction
Brevibacteriaceae	0.870618428839494	0.449384416501635	0.645357750265677	0.999797384021062	0.984365864717866	0.95423487950643
Brucellaceae	0.777702987594444	0.37178588954442	0.37118054682606	0.999797384021062	0.931105831798964	0.911353514759385
Budviciaceae	0.799770558730735	0.115842165478194	0.135781080416211	0.999797384021062	0.695052992869161	0.680484216779742
Burkholderiaceae	0.917313578664179	0.963622897230138	0.970876144719195	0.999797384021062	0.999089634071041	0.987374507654033
Caedimonadaceae	0.484004841286971	0.00566518312253018	0.0197172682856455	0.999797384021062	0.240552391048974	0.403108596062086
Caldilineaceae	0.989160832734957	0.864892381826314	0.950748308088697	0.999797384021062	0.997998585699999	0.987374507654033
Caldisphaeraceae	0.654059134710881	0.224800094741198	0.159272528807948	0.999797384021062	0.82488173721059	0.684549307288663
Calditrichaceae	0.181775670517587	0.205742567122274	0.0768167621420015	0.999797384021062	0.822970268489097	0.593906936025235
Calotrichaceae	0.998343038219953	0.369159274909748	0.268391544506935	0.999797384021062	0.931105831798964	0.796559167702576
Campylobacteraceae	0.950442895207713	0.583026384278643	0.387971161429389	0.999797384021062	0.988260314000875	0.917131589455066
Candidatus Brocadiaceae	0.929861516009274	0.225341497024014	0.840058605616774	0.999797384021062	0.82488173721059	0.981730430020556
Candidatus Deianiraeaceae	0.0858851804990126	0.00494897555718823	0.00196344609292714	0.999797384021062	0.240552391048974	0.134459201211966
Candidatus Methanomethylophilaceae	0.721587501497334	0.762254777194084	0.569843559476727	0.999797384021062	0.988260314000875	0.95423487950643
Candidatus Midichloriaceae	0.649670606300134	0.0700201152623859	0.0488682296069228	0.999797384021062	0.587502718168339	0.573941760489816
Candidatus Nanopelagicaceae	0.447071423012093	0.259067154249396	0.138560417979521	0.999797384021062	0.859433653803538	0.680484216779742
Candidatus Nitrosocaldaceae	0.212069260915598	0.590633077072794	0.42224576276611	0.999797384021062	0.988260314000875	0.923210766153815
Candidatus Paracaedibacteraceae	0.235089259119984	0.0143213833832323	0.0167068275998706	0.999797384021062	0.395270181377211	0.379214671146858
Cardiobacteriaceae	0.993411792590214	0.994214304284954	0.717333132636113	0.999797384021062	0.999089634071041	0.96584214923868
Carnobacteriaceae	0.937520494727545	0.291143422039732	0.287514308563351	0.999797384021062	0.882421759325394	0.826603637119633
Casimicrobiaceae	0.951227094924458	0.510774875121423	0.531310463077146	0.999797384021062	0.984383226809254	0.95423487950643
Catenulisporaceae	0.747854847468864	0.540085899976025	0.511047723387759	0.999797384021062	0.988260314000875	0.953842596398808
Caulobacteraceae	0.850052156782072	0.521228161536607	0.604967675304902	0.999797384021062	0.984383226809254	0.95423487950643
Cellulomonadaceae	0.948987402848189	0.743892833742871	0.578445308890802	0.999797384021062	0.988260314000875	0.95423487950643
Cellvibrionaceae	0.842127474647318	0.939192160747827	0.805541894255971	0.999797384021062	0.999056570434183	0.978815629394601
Chaetomiaceae	0.947116440699485	0.716797526135116	0.779344308237851	0.999797384021062	0.988260314000875	0.967006457902882
Chamaesiphonaceae	0.483200760959362	0.202442247788811	0.26621602310063	0.999797384021062	0.821677358672233	0.796559167702576
Chelatococcaceae	0.647355026201767	0.70900479099239	0.755605640645844	0.999797384021062	0.988260314000875	0.967006457902882
Chitinophagaceae	0.424820330317265	0.0682457094870408	0.0429424763069676	0.999797384021062	0.587502718168339	0.561829034477626
Chlamydiaceae	0.767474304257265	0.000571367397075594	0.00150391251391105	0.999797384021062	0.105131601061909	0.121981373712115
Chlorobiaceae	0.729131691865664	0.847297376391728	0.6670349736672	0.999797384021062	0.995123727166455	0.95423487950643
Chloroflexaceae	0.688004532317544	0.906027516339575	0.712966521153898	0.999797384021062	0.997998585699999	0.96584214923868
Christensenellaceae	0.394854969213375	0.706082152095291	0.577393947932695	0.999797384021062	0.988260314000875	0.95423487950643
Chromatiaceae	0.883868593846494	0.837195286516595	0.764224839785761	0.999797384021062	0.992518222336684	0.967006457902882
Chromobacteriaceae	0.814066040308503	0.839684800418897	0.818623588013397	0.999797384021062	0.992518222336684	0.978815629394601
Chroococcaceae	0.660975714399069	0.290747245231307	0.220404269764511	0.999797384021062	0.882421759325394	0.778286077340115
Chroococcidiopsidaceae	0.533289151421655	0.141193492603669	0.136646351124994	0.999797384021062	0.742274361116432	0.680484216779742
Chrysiogenaceae	0.214691652572684	0.989737968049202	0.519094527943998	0.999797384021062	0.999089634071041	0.953842596398808
Chthonomonadaceae	0.331911266854541	0.11957595473332	0.0437656675408295	0.999797384021062	0.700134086235011	0.561829034477626
Clavicipitaceae	0.933030539975304	0.690784240201425	0.592004019833151	0.999797384021062	0.988260314000875	0.95423487950643
Clostridiaceae	0.541340934201636	0.223528911688223	0.363666487783631	0.999797384021062	0.82488173721059	0.90834344459984
Clostridiales Family XIII. Incertae Sedis	0.84820623416451	0.263123709226083	0.398167852025845	0.999797384021062	0.859433653803538	0.923210766153815
Clostridiales Family XVI. Incertae Sedis	0.839016133690846	0.759909484577141	0.425271758309254	0.999797384021062	0.988260314000875	0.923210766153815
Clostridiales Family XVII. Incertae Sedis	0.943920479677463	0.541683614569369	0.439944360641393	0.999797384021062	0.988260314000875	0.923210766153815
Cohaesibacteraceae	0.808173649487054	0.725387245747753	0.717260333235278	0.999797384021062	0.988260314000875	0.96584214923868
Coleofasciculaceae	0.48755353992245	0.913298941789161	0.629955235307647	0.999797384021062	0.997998585699999	0.95423487950643
Colwelliaceae	0.60804630370404	0.233118751820384	0.117015648534872	0.999797384021062	0.82488173721059	0.652450888800499
Comamonadaceae	0.833641826080333	0.691619244451585	0.654640550954454	0.999797384021062	0.988260314000875	0.95423487950643
Conexibacteraceae	0.65740688658291	0.983519928039845	0.948607670241266	0.999797384021062	0.999089634071041	0.987374507654033
Coprothermobacteraceae	0.410249439449406	0.482364064611251	0.419410279540927	0.999797384021062	0.984383226809254	0.923210766153815
Coriobacteriaceae	0.492928797087227	0.123815895796623	0.177893490399425	0.999797384021062	0.700134086235011	0.727386716299873
Corynebacteriaceae	0.772722920329529	0.866284130015598	0.730666997683147	0.999797384021062	0.997998585699999	0.96627033788902
Coxiellaceae	0.804068492043724	0.826780591613532	0.82226960112338	0.999797384021062	0.988260314000875	0.978815629394601
Crocinitomicaceae	0.421374665122892	0.753300393540756	0.695411727810474	0.999797384021062	0.988260314000875	0.954893715799457
Cryomorphaceae	0.88837035828767	0.0945199907605984	0.0758499924006574	0.999797384021062	0.613374069094411	0.593906936025235
Cryptococcaceae	0.394930919234365	0.88028254401749	0.933354228541417	0.999797384021062	0.997998585699999	0.987374507654033
Cuniculiplasmataceae	0.565669698368223	0.0741264045488283	0.162456447925389	0.999797384021062	0.601731989866959	0.684549307288663
Cyanobacteriaceae	0.634039815003807	0.0213030037370643	0.0156769670291672	0.999797384021062	0.447044371931796	0.376247208700014
Cyanothecaceae	0.894760784177345	0.697855358738854	0.49693364782568	0.999797384021062	0.988260314000875	0.948419532547355
Cyclobacteriaceae	0.60365071496349	0.0220449052801234	0.0135744710176881	0.999797384021062	0.447044371931796	0.366415410729667
Cytophagaceae	0.676111385251627	0.211729421069084	0.138668130618399	0.999797384021062	0.82488173721059	0.680484216779742
Debaryomycetaceae	0.770463994845702	0.146070743117539	0.162395840970257	0.999797384021062	0.753561216830667	0.684549307288663
Deferribacteraceae	0.338140201463114	0.469957663830946	0.441789324972858	0.999797384021062	0.984383226809254	0.923210766153815
Dehalococcoidaceae	0.270704957677809	0.0673214051251658	0.0817697955397062	0.999797384021062	0.587502718168339	0.593906936025235
Deinococcaceae	0.8104334263927	0.653593938555613	0.640672465017007	0.999797384021062	0.988260314000875	0.95423487950643
Dermabacteraceae	0.968682923311211	0.805419158148651	0.662127950666822	0.999797384021062	0.988260314000875	0.95423487950643
Dermacoccaceae	0.668501019118375	0.664572292806521	0.766320788281284	0.999797384021062	0.988260314000875	0.967006457902882
Dermatophilaceae	0.881291966576114	0.308158239222838	0.360050747506784	0.999797384021062	0.898778682283044	0.904309635724832
Dermocarpellaceae	0.869551916109522	0.826338332494799	0.376093285141425	0.999797384021062	0.988260314000875	0.911353514759385
Desulfarculaceae	0.785213895427667	0.283538941020013	0.311953903205904	0.999797384021062	0.882421759325394	0.851713140228095
Desulfobacteraceae	0.821351219256495	0.913025049746778	0.960320319356512	0.999797384021062	0.997998585699999	0.987374507654033
Desulfobulbaceae	0.860757593714619	0.506779320231792	0.468333835659786	0.999797384021062	0.984383226809254	0.938798527298994
Desulfohalobiaceae	0.720876024895036	0.6305367855272	0.970881570233484	0.999797384021062	0.988260314000875	0.987374507654033
Desulfomicrobiaceae	0.894879903772303	0.677741294137254	0.485206260937897	0.999797384021062	0.988260314000875	0.948419532547355
Desulfovibrionaceae	0.673583667268833	0.982999575904921	0.477766086574295	0.999797384021062	0.999089634071041	0.945257633652368
Desulfurellaceae	0.451973513123856	0.339616596899518	0.26912540421105	0.999797384021062	0.918521907641651	0.796559167702576
Desulfurobacteriaceae	0.94689171323792	0.83829828517898	0.58148931174698	0.999797384021062	0.992518222336684	0.95423487950643
Desulfurococcaceae	0.856376595149895	0.508940762699651	0.924464918612619	0.999797384021062	0.984383226809254	0.987374507654033
Desulfuromonadaceae	0.982430184985182	0.929295784510506	0.825374945312684	0.999797384021062	0.997998585699999	0.978815629394601
Dictyoglomaceae	0.789925311029778	0.271990821640111	0.259547885688826	0.999797384021062	0.872900776426402	0.796559167702576
Dietziaceae	0.743623716722309	0.523809859267939	0.458343707476091	0.999797384021062	0.984383226809254	0.93016811223089
Dipodascaceae	0.729959376515545	0.69970340964316	0.501108731295492	0.999797384021062	0.988260314000875	0.950556768642996
Dysgonamonadaceae	0.049301484159322	0.00131734680043803	0.000684900962494684	0.999797384021062	0.181793858460448	0.121981373712115
Ectothiorhodospiraceae	0.645947145824043	0.523030179990772	0.420325399438201	0.999797384021062	0.984383226809254	0.923210766153815
Eggerthellaceae	0.287413281635293	0.421024852373606	0.338434680373161	0.999797384021062	0.948671822253351	0.881207280971627
Egibacteraceae	0.65288004728542	0.309077808929681	0.22525885564736	0.999797384021062	0.898778682283044	0.778286077340115
Egicoccaceae	0.494391815033469	0.952911780693116	0.945961453321807	0.999797384021062	0.999089634071041	0.987374507654033
Elusimicrobiaceae	0.0550279925452574	0.373971210795711	0.665802523481023	0.999797384021062	0.931105831798964	0.95423487950643
Emcibacteraceae	0.879165542875513	0.782345426965833	0.919658276702237	0.999797384021062	0.988260314000875	0.987374507654033
Endomicrobiaceae	0.841709636863734	0.0153951210545594	0.0292408515222672	0.999797384021062	0.403879372398492	0.489119698190651
Endozoicomonadaceae	0.508590602085268	0.51601471323369	0.423631038154513	0.999797384021062	0.984383226809254	0.923210766153815
Enterobacteriaceae	0.0475718370157199	0.685178850474952	0.204567008392583	0.999797384021062	0.988260314000875	0.759645610057288
Enterococcaceae	0.273089010064648	0.74807419147796	0.495034769701936	0.999797384021062	0.988260314000875	0.948419532547355
Entomoplasmataceae	0.775353362480562	0.0492305554783155	0.0538680617437838	0.999797384021062	0.561435901664345	0.584106884372071
Erwiniaceae	0.844300418715196	0.759553063673678	0.552992236446655	0.999797384021062	0.988260314000875	0.95423487950643
Erysipelotrichaceae	0.160455777529198	0.484006645773481	0.613281334130697	0.999797384021062	0.984383226809254	0.95423487950643
Erythrobacteraceae	0.998697009090722	0.806669057946594	0.813684642519174	0.999797384021062	0.988260314000875	0.978815629394601
Eubacteriaceae	0.665860895475015	0.224559591866457	0.351142679810049	0.999797384021062	0.82488173721059	0.897364626181237
Euzebyaceae	0.493977419380645	0.418723041626121	0.285154820632663	0.999797384021062	0.948671822253351	0.824112361200156
Ferrimonadaceae	0.743256942423644	0.898064723134017	0.967736926436697	0.999797384021062	0.997998585699999	0.987374507654033
Ferroplasmaceae	0.758529012978588	0.521209923691898	0.496455566465564	0.999797384021062	0.984383226809254	0.948419532547355
Fervidicoccaceae	0.837366705559412	0.172355516797327	0.269848848478952	0.999797384021062	0.793751689269842	0.796559167702576
Fervidobacteriaceae	0.844910652631039	0.248298867622048	0.261021229484506	0.999797384021062	0.852907467027488	0.796559167702576
Fibrobacteraceae	0.748618747942472	0.920497185798591	0.942624431910092	0.999797384021062	0.997998585699999	0.987374507654033
Fimbriimonadaceae	0.5210161657772	0.782297587562828	0.840192376493579	0.999797384021062	0.988260314000875	0.981730430020556
Flammeovirgaceae	0.689257820689166	0.226252394763646	0.237030105421766	0.999797384021062	0.82488173721059	0.783311024663876
Flavobacteriaceae	0.424525779908543	0.0488264077346088	0.0238860132913365	0.999797384021062	0.561435901664345	0.425325139897346
Francisellaceae	0.724870985052299	0.199568290768587	0.204836628241519	0.999797384021062	0.821677358672233	0.759645610057288
Frankiaceae	0.760150638906469	0.251536470910135	0.204862364025436	0.999797384021062	0.854186054694523	0.759645610057288
Fusobacteriaceae	0.893939462362643	0.0640473737502097	0.0693786847284115	0.999797384021062	0.587502718168339	0.593906936025235
Gallionellaceae	0.708480506245744	0.737460191282624	0.775175333205511	0.999797384021062	0.988260314000875	0.967006457902882
Gemmataceae	0.930246509672049	0.669757916563268	0.833519577258739	0.999797384021062	0.988260314000875	0.981730430020556
Gemmatimonadaceae	0.765694058054528	0.934855052895711	0.979736462501663	0.999797384021062	0.999056570434183	0.989201727709679
Geobacteraceae	0.799995826259273	0.540778115503858	0.675998576252836	0.999797384021062	0.988260314000875	0.95423487950643
Geodermatophilaceae	0.730250720222214	0.39405281784821	0.424480916895182	0.999797384021062	0.948671822253351	0.923210766153815
Gloeobacteraceae	0.852917162614531	0.954781670810506	0.982482702962276	0.999797384021062	0.999089634071041	0.989201727709679
Gloeomargaritaceae	0.944271097657627	0.807747931115355	0.911446476863084	0.999797384021062	0.988260314000875	0.986864267314441
Glomerellaceae	0.932275681154602	0.882349884731721	0.698011015634881	0.999797384021062	0.997998585699999	0.956084567321227
Glycomycetaceae	0.638544369815013	0.616293463661709	0.55908233960968	0.999797384021062	0.988260314000875	0.95423487950643
Gomontiellaceae	0.74556724770773	0.190891958578346	0.254602540385672	0.999797384021062	0.810556624117285	0.796559167702576
Gordoniaceae	0.783718179312011	0.86544337351625	0.901536864148512	0.999797384021062	0.997998585699999	0.985785588731941
Gottschalkiaceae	0.697739880253484	0.348798811821985	0.185569938346146	0.999797384021062	0.918521907641651	0.742279753384584
Granulosicoccaceae	0.752281617658721	0.897459099925854	0.750656838840113	0.999797384021062	0.997998585699999	0.967006457902882
Hafniaceae	0.982927196604301	0.515190196392598	0.628015647098279	0.999797384021062	0.984383226809254	0.95423487950643
Hahellaceae	0.739423543194603	0.921177298445243	0.853448019564375	0.999797384021062	0.997998585699999	0.981730430020556
Halanaerobiaceae	0.839099304263661	0.293525744200037	0.239818049217745	0.999797384021062	0.882421759325394	0.783311024663876
Halieaceae	0.777237468779364	0.91896741641127	0.903662656138947	0.999797384021062	0.997998585699999	0.985785588731941
Haliscomenobacteraceae	0.64573690828524	0.804637820148246	0.565517879376182	0.999797384021062	0.988260314000875	0.95423487950643
Haloarculaceae	0.779184702681626	0.711978375111456	0.768837963341058	0.999797384021062	0.988260314000875	0.967006457902882
Halobacteriaceae	0.761727291987002	0.706543548247719	0.729968416131676	0.999797384021062	0.988260314000875	0.96627033788902
Halobacteriovoraceae	0.423443972423114	0.0986019247968579	0.0701477193696557	0.999797384021062	0.625612212504202	0.593906936025235
Halobacteroidaceae	0.726476126440875	0.0853501756939736	0.0540521483623386	0.999797384021062	0.605940015042874	0.584106884372071
Haloferacaceae	0.817699727450181	0.928029998397197	0.784635307957729	0.999797384021062	0.997998585699999	0.967006457902882
Halomonadaceae	0.69803680992504	0.527857672346991	0.554483209855513	0.999797384021062	0.984383226809254	0.95423487950643
Halorubraceae	0.802504591398671	0.853303425873059	0.968207666829729	0.999797384021062	0.997998585699999	0.987374507654033
Halothiobacillaceae	0.958542797375391	0.920728113784404	0.968902694996623	0.999797384021062	0.997998585699999	0.987374507654033
Hapalosiphonaceae	0.0720459379006528	0.130130816175443	0.0228302914106733	0.999797384021062	0.717177912731659	0.425325139897346
Helicobacteraceae	0.736849582970579	0.0855792090250165	0.0564454642241748	0.999797384021062	0.605940015042874	0.584106884372071
Heliobacteriaceae	0.747986980753701	0.936022557900316	0.66069202702618	0.999797384021062	0.999056570434183	0.95423487950643
Holosporaceae	0.682060155456774	0.0868833728674189	0.161417365615685	0.999797384021062	0.605940015042874	0.684549307288663
Hungateiclostridiaceae	0.644078093519533	0.160105169993824	0.133117906870557	0.999797384021062	0.789089766398135	0.680484216779742
Hydrogenophilaceae	0.0408704551426129	0.408312521778757	0.823223552571562	0.999797384021062	0.948671822253351	0.978815629394601
Hydrogenothermaceae	0.551396570036594	0.219440477338754	0.150187225409353	0.999797384021062	0.82488173721059	0.680484216779742
Hyellaceae	0.755690022209215	0.703620244500513	0.196880372784275	0.999797384021062	0.988260314000875	0.759645610057288
Hymenobacteraceae	0.893433605588868	0.947929401499162	0.926655319423524	0.999797384021062	0.999089634071041	0.987374507654033
Hyphomicrobiaceae	0.954015075574028	0.783251699365198	0.736956181614633	0.999797384021062	0.988260314000875	0.96627033788902
Hyphomonadaceae	0.761996532293281	0.810658512989215	0.908920849775018	0.999797384021062	0.988260314000875	0.986864267314441
Iamiaceae	0.332620653613252	0.697133277035834	0.660777729772902	0.999797384021062	0.988260314000875	0.95423487950643
Ichthyobacteriaceae	0.254423827906564	0.0487130754186332	0.0346441322430199	0.999797384021062	0.561435901664345	0.516852999949918
Idiomarinaceae	0.911099667478907	0.825711433675741	0.98905354783688	0.999797384021062	0.988260314000875	0.99265010619265
Ignavibacteriaceae	0.573407888233574	0.56135307745129	0.316093970507834	0.999797384021062	0.988260314000875	0.851713140228095
Ilumatobacteraceae	0.653482714758214	0.188618761675583	0.148976890167389	0.999797384021062	0.810556624117285	0.680484216779742
Immundisolibacteraceae	0.814435621565178	0.793331913616101	0.855613335293528	0.999797384021062	0.988260314000875	0.981909690399226
Intrasporangiaceae	0.85538109094714	0.65570037841756	0.535967756807269	0.999797384021062	0.988260314000875	0.95423487950643
Isosphaeraceae	0.746032451109535	0.981780018717954	0.864283777277032	0.999797384021062	0.999089634071041	0.985785588731941
Jiangellaceae	0.685979785714151	0.805198484028372	0.658532359020387	0.999797384021062	0.988260314000875	0.95423487950643
Jonesiaceae	0.611137587558943	0.0947389278995988	0.237730292321166	0.999797384021062	0.613374069094411	0.783311024663876
Kangiellaceae	0.829362175964372	0.224467516848079	0.211701031058776	0.999797384021062	0.82488173721059	0.773900457910226
Kineosporiaceae	0.552719158159915	0.401176592714055	0.403881236771157	0.999797384021062	0.948671822253351	0.923210766153815
Kiritimatiellaceae	0.411366957796555	0.0571357598294505	0.0716570463106584	0.999797384021062	0.586467930682486	0.593906936025235
Kofleriaceae	0.78359322694705	0.46967013284984	0.310226908696848	0.999797384021062	0.984383226809254	0.851713140228095
Kosmotogaceae	0.852961542103899	0.412837625012373	0.421828510598798	0.999797384021062	0.948671822253351	0.923210766153815
Ktedonosporobacteraceae	0.567115009642948	0.981555499258009	0.808728948364841	0.999797384021062	0.999089634071041	0.978815629394601
Labilitrichaceae	0.679839822102402	0.88377318820697	0.654567006539352	0.999797384021062	0.997998585699999	0.95423487950643
Lachnospiraceae	0.228120992994517	0.986243653793389	0.666004686222754	0.999797384021062	0.999089634071041	0.95423487950643
Lacipirellulaceae	0.949852008496257	0.346334301142428	0.398327387963136	0.999797384021062	0.918521907641651	0.923210766153815
Lactobacillaceae	0.243946372390575	0.897345998946854	0.97127601024663	0.999797384021062	0.997998585699999	0.987374507654033
Legionellaceae	0.904013196642386	0.28752989699634	0.195808997919439	0.999797384021062	0.882421759325394	0.759645610057288
Leptolyngbyaceae	0.423424427235719	0.622036701095183	0.470281040334724	0.999797384021062	0.988260314000875	0.938798527298994
Leptospiraceae	0.984264466343195	0.918580232987634	0.626350976340055	0.999797384021062	0.997998585699999	0.95423487950643
Leptotrichiaceae	0.930253836264885	0.231975448243106	0.17543871606249	0.999797384021062	0.82488173721059	0.722734249335205
Leuconostocaceae	0.751242924472662	0.620914251629296	0.788767230301143	0.999797384021062	0.988260314000875	0.967006457902882
Lichenihabitantaceae	0.973939282634934	0.396126302369379	0.44379198215142	0.999797384021062	0.948671822253351	0.923210766153815
Limnochordaceae	0.982866976671319	0.542782080095047	0.496519380483592	0.999797384021062	0.988260314000875	0.948419532547355
Listeriaceae	0.753106182721362	0.114433993032859	0.106547582918489	0.999797384021062	0.694149056638879	0.645089032663942
Litoricolaceae	0.794063269048542	0.794682300956542	0.895035907269061	0.999797384021062	0.988260314000875	0.985785588731941
Magnetococcaceae	0.56461756641396	0.201887183172613	0.127184294892299	0.999797384021062	0.821677358672233	0.680484216779742
Malasseziaceae	0.613814523245696	0.468946508469377	0.529022369423561	0.999797384021062	0.984383226809254	0.95423487950643
Marinifilaceae	0.388183426129771	0.00631383839281765	0.00442730637336819	0.999797384021062	0.246273643249519	0.174562365578517
Marinilabiliaceae	0.681525242303887	0.0352662189942305	0.0659234639867756	0.999797384021062	0.561353363554329	0.593906936025235
Mariprofundaceae	0.927659124312997	0.613825100000953	0.35842130924817	0.999797384021062	0.988260314000875	0.904309635724832
Melioribacteraceae	0.954167280270551	0.147565867640541	0.110813756197428	0.999797384021062	0.75422554571832	0.647483833774512
