p-variable	p-treatment	p-interaction	adjusted.p-variable	adjusted.p-treatment	adjusted.p-interaction
Haloferacaceae	0.684418377201599	0.156281672181404	0.373681866981716	0.912557836268798	0.642928444923854	0.981228503400236
Halomonadaceae	0.197054902207517	0.202126766544738	0.397537076757707	0.582596271268302	0.642928444923854	0.981228503400236
Halorubraceae	0.125945864286403	0.208257985101213	0.503806457507146	0.555675635295672	0.642928444923854	0.981228503400236
Halothiobacillaceae	0.225404281318884	0.553830971612916	0.488839819421577	0.602376051118662	0.853951665727178	0.981228503400236
Hapalosiphonaceae	0.698076158177289	0.801923252569003	0.566706750841546	0.917590382134947	0.930606910877023	0.981228503400236
Helicobacteraceae	0.863026631269548	0.914259877364948	0.895770057717848	0.956894864081739	0.976153679507643	0.995122447934649
Heliobacteriaceae	0.170857232817357	0.0427834033438489	0.123163541890114	0.556466981538563	0.642928444923854	0.981228503400236
Holosporaceae	0.168478994535189	0.948971715841532	0.684572196602929	0.556466981538563	0.983717213453912	0.981228503400236
Hungateiclostridiaceae	0.708140403604144	0.680645429571334	0.885845199418013	0.917590382134947	0.906524878406918	0.995122447934649
Hydrogenophilaceae	0.962288755320796	0.778630565463206	0.402083788704203	0.979664060717433	0.925876265839745	0.981228503400236
Hydrogenothermaceae	0.526403790816276	0.923267668615274	0.975817407749349	0.834169292220514	0.978862728808264	0.995122447934649
Hyellaceae	0.608066042900521	0.457549257778176	0.731076282507413	0.8584461782125	0.780151236608837	0.983061367593258
Hymenobacteraceae	0.189768122230955	0.327535808522689	0.427861800009265	0.572415319516325	0.675539044283105	0.981228503400236
Hyphomicrobiaceae	0.0963236219943019	0.13172355107394	0.32225738420053	0.555675635295672	0.642928444923854	0.981228503400236
Hyphomonadaceae	0.0648044515934819	0.15193297055489	0.28537072267164	0.555675635295672	0.642928444923854	0.981228503400236
Iamiaceae	0.0800168244763182	0.146164709787692	0.267366367591448	0.555675635295672	0.642928444923854	0.981228503400236
Ichthyobacteriaceae	0.411114952549714	0.297488529039922	0.971331285161569	0.760007709365156	0.670259869510355	0.995122447934649
Idiomarinaceae	0.550940982084221	0.958017351327575	0.872321186012634	0.838428469578692	0.985995327979276	0.988750091743273
Ignavibacteriaceae	0.674765712781114	0.579922890837424	0.586585185521983	0.904055032658192	0.866889761793114	0.981228503400236
Ilumatobacteraceae	0.0835266695377417	0.0711073854702818	0.253455015794929	0.555675635295672	0.642928444923854	0.981228503400236
Immundisolibacteraceae	0.0773715835057461	0.124972231951125	0.399756056195365	0.555675635295672	0.642928444923854	0.981228503400236
Intrasporangiaceae	0.198376652991473	0.0856496099449385	0.28577038462992	0.582596271268302	0.642928444923854	0.981228503400236
Isosphaeraceae	0.0730357541264714	0.188317606848386	0.43833323213353	0.555675635295672	0.642928444923854	0.981228503400236
Jiangellaceae	0.144433412671118	0.123803178456583	0.416818062032674	0.555675635295672	0.642928444923854	0.981228503400236
Jonesiaceae	0.386620186577704	0.739013069599364	0.636321811394364	0.739449132802866	0.916987013627368	0.981228503400236
Kangiellaceae	0.47049444290657	0.859868293229175	0.298580505379074	0.796665437068793	0.945592625797202	0.981228503400236
Kineosporiaceae	0.28356915860568	0.0801552257101456	0.354488760265043	0.642503191444039	0.642928444923854	0.981228503400236
Kiritimatiellaceae	0.0493259061363438	0.0363109802597142	0.128345825154342	0.555675635295672	0.642928444923854	0.981228503400236
Kofleriaceae	0.261405883718019	0.587324165924514	0.938104086144038	0.636480280952301	0.866889761793114	0.995122447934649
Kosmotogaceae	0.787896243236029	0.602480902330964	0.663335788711757	0.946162383537294	0.877491973843515	0.981228503400236
Ktedonosporobacteraceae	0.311228130302218	0.0700735792082176	0.180998214270117	0.668187530112093	0.642928444923854	0.981228503400236
Labilitrichaceae	0.96369127711878	0.975108203539579	0.700343964706009	0.979664060717433	0.987632529089629	0.982489681381512
Lachnospiraceae	0.491297891602068	0.665610768949008	0.351426577566412	0.799989487210448	0.898330426552206	0.981228503400236
Lacipirellulaceae	0.0576328628909245	0.305150366152323	0.204872237393797	0.555675635295672	0.670856184548289	0.981228503400236
Lactobacillaceae	0.0542940872830138	0.937058231074427	0.990177232001112	0.555675635295672	0.981790486494091	0.996791190175782
Legionellaceae	0.899125202892474	0.705430712216507	0.83519895590367	0.959656593224306	0.913550697985918	0.983061367593258
Leptolyngbyaceae	0.700134263754411	0.487620874510904	0.863021020803511	0.917590382134947	0.801091436696485	0.983592979190845
Leptospiraceae	0.857890566739246	0.968133093776752	0.762586737382084	0.954749179113032	0.985995327979276	0.983061367593258
Leptotrichiaceae	0.527400512653912	0.576141896295781	0.63448384125399	0.834169292220514	0.866889761793114	0.981228503400236
Leuconostocaceae	0.482167795612925	0.690215340093179	0.541910947409109	0.799989487210448	0.911274218772337	0.981228503400236
Lichenihabitantaceae	0.453273403956807	0.950754596730157	0.991906961377724	0.79013149706647	0.983717213453912	0.996791190175782
Limnochordaceae	0.281766452756791	0.178377258415337	0.380470917529117	0.642503191444039	0.642928444923854	0.981228503400236
Listeriaceae	0.613654905364225	0.93732533764925	0.900390636936627	0.864126295308807	0.981790486494091	0.995122447934649
Litoricolaceae	0.635425333859388	0.282221954747388	0.445758041234625	0.881293427865282	0.660112368731179	0.981228503400236
Magnetococcaceae	0.314441447237703	0.878564506791581	0.854616458635955	0.668187530112093	0.949255347259126	0.983592979190845
Malasseziaceae	0.0593572203824887	0.644334097643092	0.729316663131953	0.555675635295672	0.892477496580504	0.983061367593258
Marinifilaceae	0.666738270220943	0.199841048480904	0.277730560246764	0.897657378443807	0.642928444923854	0.981228503400236
Marinilabiliaceae	0.575902780267455	0.358997924239132	0.853529745999157	0.839412400564549	0.68807935479167	0.983592979190845
Mariprofundaceae	0.532194819100175	0.221545249695218	0.715326936484336	0.834578239043456	0.657489128127744	0.982489681381512
