Taxa	t.HC.T1.All	p.vals.HC.T1.All	adj.p.vals.HC.T1.All	t.HC.T2.All	p.vals.HC.T2.All	adj.p.vals.HC.T2.All	t.T1.T2.All	p.vals.T1.T2.All	adj.p.vals.T1.T2.All	t.HC.T1.UNC	p.vals.HC.T1.UNC	adj.p.vals.HC.T1.UNC	t.HC.T2.UNC	p.vals.HC.T2.UNC	adj.p.vals.HC.T2.UNC	t.T1.T2.UNC	p.vals.T1.T2.UNC	adj.p.vals.T1.T2.UNC	t.HC.T1.Denver	p.vals.HC.T1.Denver	adj.p.vals.HC.T1.Denver	t.HC.T2.Denver	p.vals.HC.T2.Denver	adj.p.vals.HC.T2.Denver	t.T1.T2.Denver	p.vals.T1.T2.Denver	adj.p.vals.T1.T2.Denver
Acetohalobium arabaticum	-0.931750466157645	0.352670575309284	0.478200306798976	0.378564272735309	0.705586315210865	0.76669574583421	1.42906116855632	0.157084129409177	0.695015529437548	-1.17973740991453	0.241483372270466	0.841063688557462	0.265104240367314	0.79199575302083	0.958334680868728	0.962857145706548	0.342839287673424	0.999967035301411	-0.122448436971088	0.902915569491735	0.915970931022465	0.429145055038945	0.669117967709189	0.699841487491094	1.06055449909485	0.294813254649557	0.850407113694031
Acetomicrobium mobile	1.11296317656985	0.267317262545507	0.392847898328872	0.916414882639387	0.36089233408975	0.464960499042844	-0.409543574012364	0.683292803795414	0.907022745055344	-0.846002615438754	0.400224211697542	0.879575392888469	0.548580810068393	0.585185326256176	0.899973139951534	1.10134102938775	0.278963644438285	0.999967035301411	1.87798549541244	0.0639803489742766	0.0974521182787145	0.850433119817745	0.397928273380108	0.444828106083395	-1.11777242405116	0.269870509219156	0.850407113694031
Acholeplasma axanthum	3.13584372341242	0.00199427471277934	0.0149786200724697	3.28367687193684	0.00125053666852535	0.0106439246610473	0.449612620085512	0.654269494065143	0.898290636952204	0.430358573836428	0.668009184703393	0.942130999858554	1.57416376893479	0.120461588857859	0.683225242383434	1.03577190238383	0.308072782675496	0.999967035301411	3.82624309845177	0.000278474517605053	0.00382969704006733	3.34936693429673	0.00137704835343972	0.0101299412414687	-0.483541278812032	0.631164755716968	0.91392396775948
Acholeplasma brassicae	5.23374584751301	4.69871154907661e-07	6.36961921701654e-05	4.81618490660043	3.45369904544391e-06	0.000355475172121801	-0.367261070351362	0.714444982911591	0.921319075411281	3.05803595255641	0.00339433344363531	0.269510075424644	2.54345337636776	0.0140782366813144	0.396922664998708	-0.91676004403199	0.366126240180522	0.999967035301411	3.13043128906634	0.00277201586207349	0.0117212117334232	3.05731302874961	0.00347833956162497	0.0163006840501784	0.0922378950731915	0.926937425902957	0.983636907770962
Acholeplasma hippikon	1.16975766122084	0.243572180929754	0.365786052852626	3.0720263115001	0.00248513575522909	0.0164042571586262	2.0247173415053	0.0464094131530745	0.618773342734675	0.291122998325404	0.77163298984656	0.959596477673	1.41987991716345	0.160111240276872	0.7282200848619	0.911471377064807	0.368862611740839	0.999967035301411	0.999884827629046	0.321459747949959	0.369299975011549	2.40796931698628	0.019101118094331	0.043438631083589	1.83860280675256	0.0728867863382436	0.848439590404996
Acholeplasma laidlawii	2.8068497581619	0.00554071387477433	0.02870017494501	3.64624922635549	0.000362660118430226	0.00531837714573931	1.28091726695978	0.204117754817004	0.715829265367194	1.41669300481522	0.161065261199883	0.794843765743538	1.98816374674387	0.0518056826467072	0.571791856579391	0.476082578569194	0.637250014930016	0.999967035301411	2.69988877900425	0.00888660476668417	0.0237803318696344	3.2714302880653	0.00172043830009554	0.0113858903797422	1.31573493290979	0.19523508588642	0.848439590404996
Acholeplasma oculi	3.39725442005201	0.000832068894552945	0.00892761028657326	4.18250955870906	4.79299681545775e-05	0.00161451371517056	0.952400804088413	0.343912999889477	0.774644750232329	2.42628723513217	0.0175284703674363	0.476017163593381	2.14567088987216	0.0357050059812258	0.515922299748193	-0.241332461113902	0.810837189051624	0.999967035301411	2.34075251430186	0.0222126142026434	0.0444412202081685	3.46291025803959	0.000922751107395385	0.00852987602543726	1.42442544453794	0.161540741982571	0.848439590404996
Acholeplasma palmae	2.48558045429476	0.0138166621410387	0.0507890265740035	3.32813379545071	0.00112595026889868	0.0100160802099882	1.14607795574148	0.255358692336918	0.740760842081004	1.50674129993995	0.135860080382748	0.760391065313598	2.20111606146405	0.0325486978866375	0.503508594849835	0.924702463857186	0.362041794905591	0.999967035301411	1.95329402474197	0.0550817546094092	0.0868494729415876	2.45159276734254	0.0166812746947232	0.0401817214944861	0.712012520282689	0.480302502838336	0.870787560551072
Achromobacter denitrificans	1.45231766773687	0.148210619449004	0.255320286044358	1.56212606153719	0.120525312761513	0.204730956090614	0.163929289636968	0.870221984590093	0.96747678529284	-0.531533607303097	0.596622855192846	0.93593842200447	0.49918843221648	0.619759851332989	0.907283962711607	1.01286911654498	0.318720314605526	0.999967035301411	3.34620995941479	0.0012386164247942	0.00763218413415318	2.76884506452174	0.00720496562267938	0.0245676067060442	-0.411122445703644	0.683024572644705	0.927062759148765
Achromobacter insolitus	3.03843812060536	0.00276791943655149	0.0184364154426791	1.89840606997486	0.0598321342489541	0.125726654879277	-1.56370148020662	0.122042351098281	0.674936703884823	1.15041569038868	0.253882406237246	0.849207763914392	0.575328567476009	0.567435332110558	0.897668390854728	-0.952463336779997	0.348001528925269	0.999967035301411	3.34966886528192	0.00122499581052253	0.00758847619308638	2.34540308305238	0.0218974159568326	0.0476382212584482	-1.24782482704357	0.218847869140687	0.850407113694031
Achromobacter ruhlandii	1.90575113200672	0.0582003883959457	0.132627207340987	1.06086881699289	0.290290315561633	0.393904681125868	-1.60956511896311	0.111639033140796	0.6705335876818	-0.692698470412142	0.490649313929014	0.905835983162017	-1.01019094242049	0.316241488547021	0.820029361504919	-0.207060394047988	0.83727468711683	0.999967035301411	3.18410583254983	0.00250759012431659	0.0110700444090164	2.43411460927845	0.0180506125776813	0.0419548853900379	-1.84483248009455	0.0719568445503405	0.848439590404996
Achromobacter sp. AONIH1	1.13621840728027	0.25736493818184	0.381245822605188	1.80271186742531	0.0733604307874541	0.144824955484014	0.126525980339257	0.89964972845082	0.975914949707138	-0.707483246776779	0.481130095194221	0.90300593274657	0.274814220952051	0.784266267151071	0.958334680868728	0.579931885038049	0.56602184106879	0.999967035301411	2.24745953650458	0.0273382836012667	0.0512811948214109	2.4711051424733	0.0158369045757031	0.0391380683111418	-0.207741338417144	0.836411721389777	0.969504973406545
Achromobacter sp. B7	2.08089446912841	0.0388970509826335	0.100976090313628	2.21865638177005	0.0279055861613147	0.0755476122185032	-0.426938138176809	0.670631443232104	0.905073471584985	-0.118936767475588	0.905615196146631	0.984559432833257	0.436572691277077	0.66376519840733	0.925199085893881	0.207725911053738	0.836759361760675	0.999967035301411	3.07979587848871	0.0028533485988025	0.0118793344660257	3.01336006754751	0.00362105585356437	0.0167575590625402	-0.591446860842641	0.557317769202805	0.899075718948377
Achromobacter sp. MFA1 R4	1.16563926476377	0.245322480267407	0.367729551770021	0.645247702212631	0.519852815532611	0.610725417190922	-0.965871291626635	0.337172091178874	0.771823704147257	-0.288851373713371	0.773497367793283	0.959596477673	-0.138263698729113	0.890553139461988	0.975074329275379	-0.451481928690863	0.654687352293552	0.999967035301411	2.12776981262712	0.0365501581549973	0.0637220134960711	1.40048100708172	0.165677585385499	0.213021087466696	-0.848914888734146	0.400630080743837	0.859063901266149
Achromobacter spanius	2.92507300804676	0.00390313732157797	0.0230783374822663	2.52050882256679	0.0127832687916068	0.0463466457558711	-0.871300271240555	0.386334292912282	0.788521150403703	1.01086153703689	0.315418963205531	0.858137965119557	1.39682522282517	0.168167543667441	0.733784688001983	0.248785919256227	0.80511622707754	0.999967035301411	2.9696660686547	0.00399344676966455	0.0143289716886995	2.30132295617072	0.0243899353596903	0.0511351417311047	-1.13682695117734	0.261906376632076	0.850407113694031
Achromobacter xylosoxidans	2.5621760171283	0.0114132389418569	0.0446723817174934	1.99766385622361	0.0478866419977688	0.108710638248536	-1.09153962118144	0.278483854489705	0.751690893841834	0.29152589230457	0.771625505594522	0.959596477673	0.674948218568365	0.503051264111166	0.8806360331184	0.134509214453395	0.893842395312474	0.999967035301411	3.47940867186599	0.000817292469496166	0.00623971366134573	2.73139172524551	0.00796417663681386	0.0259485706047663	-1.27818561777124	0.208040740847742	0.850407113694031
Acidaminococcus fermentans	2.51941705672271	0.0126741610153566	0.0479203992675862	1.64768478621581	0.101455029392381	0.181679846933737	-1.73113091172939	0.087486382688905	0.658891444371391	0.151571007899611	0.879942965093175	0.982249006243123	-0.245251999506367	0.807031765914489	0.960846660867025	-0.91422215973001	0.36743768964822	0.999967035301411	3.5766028879149	0.00058993558151594	0.00539157013051163	2.88141993803635	0.0052195285555248	0.0205600138677389	-1.46399458043382	0.150468231367863	0.848439590404996
Acidaminococcus intestini	1.58830162618614	0.113889671950122	0.213358783969578	1.49215785225469	0.137511854987891	0.225587629876829	-0.989353254717997	0.32562977695171	0.768521658316623	0.380405496905641	0.704739849389051	0.951165525598683	-0.111139149532958	0.911931381346264	0.979414862403748	-1.30667127280069	0.200637720570976	0.999967035301411	2.25837566282182	0.0284230718703959	0.0528345931289834	2.56057986616964	0.0139758256872424	0.0361123380612243	-0.184840117267183	0.854223497347955	0.97138680332244
Acidianus brierleyi	2.9301686537255	0.00381688605667034	0.0227620737156371	2.14835614741386	0.033356822705334	0.0852793103018614	-0.197470957724365	0.843986198451359	0.961639051044004	1.11176917575423	0.269833976180863	0.851584830360757	0.54876515766051	0.585678813818766	0.899973139951534	-0.313370552147475	0.756032683439405	0.999967035301411	2.41917986536731	0.0186119456594667	0.0391986335639697	2.07719033928786	0.0418407164649234	0.0753811027915864	0.0314754071539764	0.975036049879589	0.995333477397656
Acidianus manzaensis	0.871237127890639	0.384742060238924	0.508778579778239	1.38333715336882	0.168582815301957	0.262313350349462	0.988525308543678	0.326032236018377	0.768521658316623	0.126810670184049	0.899406732939453	0.984017811617346	0.905712925660412	0.369104477190381	0.84689478825837	0.762715566233164	0.451219172882202	0.999967035301411	0.993575375174791	0.32451969319102	0.372430405689798	1.09524933531885	0.277615697432038	0.327320332271376	0.62931786124306	0.532470452590661	0.885421314888354
Acidianus sulfidivorans	1.37739624017173	0.170136337359858	0.282105537901579	2.2097499516767	0.028885883160156	0.0770752465694418	1.41500721186964	0.161150816337553	0.695015529437548	0.790744468346407	0.431800773775065	0.890069633656324	1.11419292560829	0.270893364279353	0.801723619989084	0.371874484740357	0.712437570740217	0.999967035301411	1.03856221702785	0.302786668695055	0.350528703313292	1.75990425916594	0.0827485987095921	0.125147404524602	1.56554526275881	0.124785635626914	0.848439590404996
Acidibrevibacterium fodinaquatile	3.16873331522049	0.00179893189705954	0.0140621469227176	3.53413655187038	0.000534547327766297	0.00660476991902035	0.292873253072616	0.770417186111118	0.939788493866428	1.09107291836243	0.278644960133834	0.854248310926141	1.89456059025693	0.0631347922707591	0.600929190812293	0.819573412865752	0.418522021060663	0.999967035301411	3.07451352069278	0.00301815864875825	0.0122355403134926	2.9997727956366	0.00391464363610193	0.0174759753650237	-0.118571239828348	0.906167241956975	0.982106285032829
Acidiferrobacter sp. SPIII_3	3.61352057124434	0.000402302532423539	0.00569036307577619	2.48960771559596	0.0140810555712545	0.0492836944993907	-1.52036207918721	0.132569674293962	0.684292378409106	1.19479985273739	0.236063146733162	0.836226239351763	0.42166944306833	0.675119789040112	0.929548070678602	-0.722387457003734	0.47530282002019	0.999967035301411	4.02645046853236	0.000126265465832569	0.00294421869618687	3.30211749462624	0.00150112891406778	0.0105611069675807	-1.34575379915194	0.185435115514004	0.848439590404996
Acidihalobacter ferrooxidans	2.27369495805092	0.0241782862056647	0.074372381937983	1.98270416804277	0.0493581919541128	0.110618076968129	-0.891341247149845	0.37555939933609	0.786879764854061	0.00193477780922197	0.998462165647211	0.999445618986856	0.740363393632856	0.462230934072129	0.870512077746957	0.147346990611486	0.883782617598576	0.999967035301411	3.86074089142428	0.000238760283502141	0.00367598242577535	2.78664479154996	0.00680917939460108	0.0238071967773854	-1.16268690882722	0.25136880223919	0.850407113694031
Acidihalobacter prosperus	2.65524638568472	0.00869800157890729	0.0377978833272609	2.30782732947744	0.0225957786168418	0.0656494184800871	-0.918930674684964	0.361039175549771	0.78401198801169	0.539143420019426	0.591726581169481	0.934317275046137	1.08926620340198	0.281896031394989	0.807201515967723	0.445435916731625	0.659003742499709	0.999967035301411	2.99221573832579	0.00373277293750817	0.0137967101581753	2.28602130914529	0.0252260674287969	0.0524724860663373	-1.42595776520846	0.161100410505625	0.848439590404996
Acidilobus saccharovorans	2.45722046659308	0.0149860329259794	0.053910919742779	1.48829748466709	0.138750461976841	0.22672962634031	-1.33566154173997	0.185646199782958	0.703834637376317	0.445406736544567	0.657576371048562	0.941632966170894	0.235690108024128	0.814582897395866	0.964085642005611	-0.227598773075463	0.821406133109005	0.999967035301411	3.05348149080844	0.00316197402500279	0.012599116266714	2.10634840356695	0.0389342142787244	0.0716307060447369	-1.54184350861971	0.130439541098825	0.848439590404996
Acidilobus sp. 7A	2.41932533265601	0.01676250794618	0.0580265887412622	1.7189511551016	0.0880648334989388	0.16407534100497	-0.972850255447633	0.333713967386707	0.770329598693786	1.68404301164617	0.0983391714808432	0.705717368941515	-0.307991492087266	0.759497383404702	0.949426310080523	-2.55209907533083	0.0156834381918615	0.829224972556207	2.05659339269381	0.0431620968915691	0.0721054807704663	2.45288156108771	0.0166739801847267	0.0401817214944861	0.00872398714285242	0.9930797035204	0.997628676161007
